Plate Type,Violation Code,Vehicle Body Type,Vehicle Make,Violation Location,Violation Time,Violation County,Vehicle Color,Violation In Front Of Or Opposite
PAS,40,4DSD,NISSA,71.0,Early Morning,K,BK,I
PAS,40,SEDN,TESLA,1.0,Early Morning,NY,WH,F
PAS,71,SUBN,BMW,115.0,Early Morning,Q,BK,F
PAS,21,SUBN,BMW,75.0,Morning,K,BK,F
PAS,38,SUBN,JEEP,79.0,Morning,K,GREEN,F
PAS,38,4DSD,MAZDA,108.0,Morning,Q,BL,I
PAS,21,2DSD,DODGE,6.0,Morning,NY,BLACK,F
PAS,60,4DSD,CHEVR,25.0,Morning,NY,BL,O
PAS,31,PICK,CHEVR,1.0,Morning,NY,WH,F
PAS,17,SUBN,LEXUS,10.0,Morning,NY,GY,O
PAS,38,SUBN,KIA,115.0,Morning,Q,BK,F
PAS,21,SUBN,DODGE,81.0,Early Morning,K,GY,F
PAS,50,4DSD,HONDA,73.0,Morning,K,GY,I
PAS,71,SUBN,HONDA,83.0,Early Morning,K,GY,F
PAS,71,4DSD,SUBAR,43.0,Morning,BX,GY,I
PAS,20,SUBN,FORD,72.0,Morning,K,WH,F
PAS,19,4DSD,HONDA,67.0,Early Morning,K,GY,O
PAS,31,4DSD,ME/BE,1.0,Afternoon,NY,BLACK,O
PAS,31,SUBN,JEEP,14.0,Early Morning,NY,GY,F
PAS,71,4DSD,HONDA,66.0,Morning,K,BK,F
PAS,71,SUBN,CHEVR,77.0,Early Morning,K,BL,F
PAS,46,SUBN,HONDA,90.0,Morning,K,BK,F
PAS,20,SUBN,HYUND,6.0,Morning,NY,GY,I
PAS,14,4DSD,PONTI,100.0,Early Morning,Q,BLACK,I
PAS,71,PICK,FORD,7.0,Morning,NY,BK,F
PAS,14,4DSD,VOLKS,84.0,Early Morning,K,RD,F
PAS,40,2DSD,FORD,25.0,Morning,NY,GY,F
PAS,40,SUBN,SUBAR,71.0,Morning,K,RED,F
PAS,21,4DSD,TOYOT,23.0,Afternoon,NY,LAVEN,I
PAS,38,SUBN,LEXUS,61.0,Morning,K,BL,O
PAS,40,4DSD,ME/BE,68.0,Early Morning,K,MR,F
PAS,19,SUBN,MAZDA,1.0,Early Morning,NY,BL,O
PAS,31,2DSD,SMART,19.0,Morning,NY,WH,F
PAS,74,4DSD,AUDI,114.0,Morning,Q,GY,F
PAS,21,4DSD,HONDA,19.0,Morning,NY,GY,F
PAS,38,4DSD,NISSA,106.0,Morning,Q,WH,F
PAS,40,SUBN,KIA,81.0,Morning,K,GREY,F
PAS,38,4DSD,HONDA,23.0,Morning,NY,GY,F
PAS,71,SUBN,ME/BE,68.0,Morning,K,RD,O
PAS,71,4DSD,ACURA,48.0,Morning,BX,GY,O
OMT,14,SDN,NISSA,109.0,Morning,Q,GY,F
PAS,16,4DSD,NISSA,41.0,Early Morning,BX,GY,F
PAS,14,SUBN,TOYOT,45.0,Early Morning,BX,BK,I
COM,78,VAN,CHEVR,109.0,Afternoon,Q,RD,F
PAS,14,SUBN,HONDA,77.0,Morning,K,GY,F
PAS,14,SDN,BMW,44.0,Early Morning,BX,BK,O
PAS,9,SDN,LEXUS,30.0,Early Morning,NY,SILVE,F
999,40,SDN,HONDA,49.0,Morning,BX,WHITE,F
PAS,20,SUBN,HONDA,33.0,Early Morning,NY,BL,F
PAS,38,SUBN,TOYOT,61.0,Morning,K,BK,F
PAS,48,SDN,BMW,84.0,Early Morning,K,BLK,F
PAS,14,SUBN,JEEP,84.0,Early Morning,K,BLK,O
PAS,14,4DSD,BMW,60.0,Morning,K,BK,O
PAS,71,4DSD,TOYOT,122.0,Morning,R,WH,F
PAS,98,SDN,HYUND,47.0,Morning,BX,BLK,F
PAS,41,SDN,HYUND,48.0,Early Morning,BX,BLK,O
OMT,46,SUBN,TOYOT,114.0,Afternoon,Q,YELL,F
PAS,71,4DSD,FORD,43.0,Morning,BX,GREY,O
PAS,70,4DSD,HONDA,120.0,Morning,R,BL,F
PAS,14,4DSD,HYUND,121.0,Morning,R,BL,O
PAS,14,SUBN,HONDA,113.0,Morning,Q,WHITE,F
PAS,71,SUBN,ME/BE,103.0,Afternoon,Q,BK,F
PAS,74,SUBN,CADIL,75.0,Early Morning,K,GRY,F
PAS,21,4DSD,MAZDA,76.0,Afternoon,K,GY,F
PAS,31,4DSD,ME/BE,18.0,Early Morning,NY,RD,O
PAS,17,SDN,NISSA,84.0,Morning,K,RED,F
PAS,70,4DSD,DODGE,14.0,Morning,NY,BK,F
PAS,19,SUBN,JEEP,81.0,Morning,K,RED,F
PAS,21,SUBN,SUBAR,19.0,Morning,NY,BLACK,F
OMS,38,SUBN,INFIN,20.0,Morning,NY,GY,F
PAS,21,VAN,FORD,75.0,Morning,K,BLUE,I
PAS,21,SUBN,NISSA,75.0,Morning,K,RD,F
PAS,21,SUBN,VOLKS,112.0,Morning,Q,BK,I
PAS,74,PICK,GMC,13.0,Morning,NY,GY,O
PAS,46,4DSD,TOYOT,71.0,Morning,K,BLUE,F
MOT,51,MC,ROYA,79.0,Morning,K,GY,O
PAS,46,VAN,FORD,49.0,Afternoon,BX,WH,F
PAS,14,2DSD,NISSA,70.0,Morning,K,BL,F
PAS,40,SUBN,NISSA,45.0,Early Morning,BX,WHT,F
PAS,40,SUBN,ME/BE,45.0,Morning,BX,BLK,F
PAS,46,4DSD,HONDA,44.0,Morning,BX,WH,F
PAS,38,SUBN,JEEP,52.0,Early Morning,BX,WH,O
PAS,21,SUBN,VOLKS,68.0,Morning,K,BK,F
999,20,SUBN,NISSA,110.0,Early Morning,Q,BLK,F
PAS,98,SUBN,BMW,106.0,Early Morning,Q,BLK,F
PAS,51,P-U,FORD,113.0,Early Morning,Q,GREY,F
PAS,38,4DSD,HONDA,28.0,Early Morning,NY,OTHER,F
PAS,14,SUBN,BMW,112.0,Early Morning,Q,GY,F
PAS,98,SDN,SUBAR,45.0,Morning,BX,WH,F
PAS,21,4DSD,HYUND,114.0,Morning,Q,GY,F
PAS,21,SUBN,HYUND,79.0,Morning,Kings,GY,F
PAS,20,SDN,CHEVR,84.0,Early Morning,K,GREY,F
PAS,40,SDN,BMW,50.0,Morning,BX,GY,F
PAS,40,SDN,TOYOT,66.0,Morning,K,GOLD,F
PAS,66,TRLR,TRACK,42.0,Morning,Bronx,BK,O
PAS,66,TRLR,VANGU,41.0,Morning,Bronx,WH,F
PAS,66,TRLR,WABA,68.0,Early Morning,Kings,BK,F
PAS,21,4DSD,HYUND,61.0,Morning,Kings,WH,F
PAS,21,4DSD,TOYOT,110.0,Morning,Qns,GY,F
PAS,21,4DSD,TOYOT,68.0,Morning,Kings,WH,F
PAS,21,SUBN,FORD,107.0,Morning,Qns,BK,F
PAS,21,4DSD,CHEVR,114.0,Morning,Qns,WH,F
PAS,21,SUBN,JEEP,46.0,Early Morning,Bronx,BL,F
PAS,21,4DSD,AUDI,23.0,Morning,NY,BK,F
PAS,21,SUBN,NISSA,88.0,Morning,Kings,WH,F
PAS,21,SUBN,ACURA,83.0,Early Morning,Kings,WH,O
COM,21,VAN,FORD,62.0,Morning,Kings,GY,F
COM,21,VAN,FORD,20.0,Morning,NY,WH,F
PAS,21,4DSD,TOYOT,70.0,Morning,Kings,GR,F
PAS,46,SDN,HONDA,90.0,Morning,K,GRAY,O
PAS,51,SDN,NISSA,75.0,Morning,K,GRAY,F
PAS,21,SUBN,LEXUS,46.0,Morning,Bronx,GY,O
PAS,21,SUBN,JEEP,32.0,Morning,NY,GY,F
PAS,21,4DSD,ME/BE,50.0,Afternoon,Bronx,GY,O
OMT,51,VAN,TOYOT,77.0,Early Morning,K,GY,F
PAS,21,SUBN,CHEVR,44.0,Early Morning,Bronx,WH,O
COM,78,VAN,FRUEH,75.0,Early Morning,Kings,YW,O
PAS,21,4DSD,HONDA,105.0,Morning,Qns,BK,F
PAS,21,4DSD,TOYOT,47.0,Morning,Bronx,GY,O
PAS,46,VAN,TOYOT,34.0,Morning,NY,GRY,O
PAS,21,SUBN,BMW,102.0,Morning,Qns,WH,F
PAS,71,SUBN,CHEVR,32.0,Afternoon,NY,BL,O
PAS,21,SUBN,GMC,68.0,Morning,Kings,BK,F
PAS,21,4DSD,HONDA,48.0,Morning,Bronx,WH,O
OMT,21,4DSD,TOYOT,104.0,Morning,Qns,BK,F
PAS,21,SUBN,CHEVR,79.0,Early Morning,Kings,BK,F
PAS,21,4DSD,CHEVR,25.0,Afternoon,NY,BL,F
PAS,21,4DSD,NISSA,79.0,Morning,Kings,GY,F
PAS,21,SUBN,AUDI,71.0,Morning,Kings,BK,F
PAS,21,4DSD,LEXUS,75.0,Early Morning,Kings,WH,O
PAS,21,SUBN,TOYOT,62.0,Morning,Kings,BL,F
PAS,21,4DSD,LEXUS,62.0,Morning,Kings,WH,F
PAS,21,4DSD,ACURA,30.0,Morning,NY,WH,F
COM,78,DELV,ISUZU,114.0,Early Morning,Q,WT,F
PAS,21,VAN,FORD,28.0,Morning,NY,WH,O
PAS,21,SUBN,HYUND,47.0,Morning,Bronx,BK,O
PAS,99,DELV,GMC,114.0,Early Morning,Qns,WH,O
PAS,21,4DSD,KIA,40.0,Morning,Bronx,GY,F
COM,78,VAN,GMC,104.0,Early Morning,Q,WHT,F
PAS,40,SDN, INFI,102.0,Morning,Q,WH,F
PAS,21,SUBN,KIA,77.0,Morning,Kings,BK,F
PAS,21,4DSD,LEXUS,104.0,Morning,Qns,BK,O
PAS,21,VAN,FORD,44.0,Morning,Bronx,WH,O
PAS,21,4DSD,DODGE,103.0,Early Morning,Qns,BK,F
PAS,21,4DSD,HONDA,72.0,Morning,Kings,MR,F
PAS,21,4DSD,ME/BE,62.0,Morning,Kings,GY,F
PAS,21,4DSD,HONDA,72.0,Morning,Kings,BK,F
PAS,21,SUBN,TOYOT,43.0,Morning,Bronx,GY,O
COM,21,DELV,INTER,114.0,Morning,Qns,WH,F
PAS,21,SUBN,DODGE,104.0,Morning,Qns,BK,F
PAS,21,4DSD,SCION,52.0,Morning,Bronx,GY,F
PAS,21,4DSD,BMW,78.0,Morning,Kings,GY,F
PAS,21,4DSD,ME/BE,66.0,Morning,Kings,WH,F
PAS,21,SUBN,SUBAR,43.0,Morning,Bronx,WH,F
PAS,21,PICK,CHEVR,40.0,Morning,Bronx,BK,O
PAS,21,SUBN,HONDA,75.0,Afternoon,Kings,BK,F
PAS,21,SUBN,JEEP,79.0,Morning,Kings,WH,F
PAS,98,4DSD,TOYOT,71.0,Morning,Kings,GL,F
PAS,21,SUBN,HONDA,41.0,Morning,Bronx,BR,O
PAS,21,4DSD,NISSA,75.0,Morning,Kings,GY,F
PAS,21,4DSD,HONDA,71.0,Morning,Kings,BK,F
PAS,40,SUBN,KIA,50.0,Morning,Bronx,GY,F
PAS,21,4DSD,BUICK,50.0,Morning,Bronx,GY,O
PAS,21,SUBN,SUBAR,94.0,Morning,Kings,GY,F
OMT,21,SUBN,ME/BE,32.0,Morning,NY,BK,O
PAS,21,SUBN,HONDA,62.0,Morning,Kings,GY,F
PAS,21,4DSD,HONDA,42.0,Morning,Bronx,BK,F
PAS,21,SUBN,MITSU,9.0,Morning,NY,GY,F
PAS,21,SUBN,JEEP,73.0,Morning,Kings,GY,O
COM,21,VAN,CHEVR,43.0,Morning,Bronx,WH,F
PAS,21,4DSD,TOYOT,43.0,Morning,Bronx,GY,F
PAS,21,4DSD,HONDA,104.0,Morning,Qns,RD,F
PAS,70,SUBN,TOYOT,108.0,Morning,Q,BL,O
PAS,38,SUBN,NISSA,121.0,Early Morning,R,WH,F
PAS,37,4DSD,CHEVR,122.0,Early Morning,R,GY,F
PAS,50,4DSD,NISSA,83.0,Morning,K,WHITE,I
COM,38,SUBN,RAM,19.0,Morning,NY,WH,I
SRF,40,SUBN,PORSC,19.0,Morning,NY,GY,F
PAS,31,SUBN,HONDA,1.0,Early Morning,NY,WHITE,I
COM,40,VAN,ISUZU,114.0,Early Morning,Q,WH,O
COM,40,VAN,FORD,114.0,Morning,Q,WH,I
PAS,71,4DSD,INFIN,105.0,Morning,Q,BROWN,F
APP,40,VAN,FRUEH,6.0,Morning,NY,RED,F
PAS,38,SUBN,JEEP,49.0,Morning,BX,GY,F
PAS,21,SUBN,BUICK,42.0,Morning,BX,BLACK,F
PAS,38,SUBN,HONDA,114.0,Morning,Q,BK,I
OMS,14,SUBN,TOYOT,115.0,Morning,Q,BK,O
COM,71,PICK,FORD,114.0,Early Morning,Q,WH,F
PAS,71,SUBN,JEEP,30.0,Morning,NY,BL,F
PAS,17,SUBN,KIA,1.0,Early Morning,NY,BLACK,I
COM,20,DELV,FORD,6.0,Early Morning,NY,WH,O
COM,16,VAN,GMC,5.0,Early Morning,NY,WH,O
COM,69,VAN,FORD,14.0,Early Morning,NY,WH,F
PAS,46,SUBN,JEEP,115.0,Early Morning,Q,BK,F
PAS,21,VAN,RAM,10.0,Morning,NY,WHITE,F
CMB,38,4DSD,CHRYS,20.0,Morning,NY,BLACK,O
COM,14,VAN,FRUEH,5.0,Early Morning,NY,WH,I
PAS,21,PICK,RAM,109.0,Morning,Q,GY,F
COM,14,VAN,FORD,18.0,Early Morning,NY,BROWN,O
PAS,16,SUBN,HONDA,18.0,Early Morning,NY,WHITE,I
PAS,31,PICK,FORD,5.0,Morning,NY,DKR,F
PAS,21,SUBN,ACURA,79.0,Morning,K,BK,F
PAS,21,SUBN,MAZDA,79.0,Morning,K,WH,F
COM,21,VAN,CHEVR,20.0,Morning,NY,WHITE,F
COM,21,VAN,ME/BE,20.0,Morning,NY,WH,F
PAS,21,BOAT,MAZDA,78.0,Morning,K,BLACK,F
PAS,31,SUBN,DODGE,14.0,Early Morning,NY,GY,I
PAS,74,SUBN,BMW,47.0,Early Morning,BX,WHITE,O
COM,46,VAN,FRUEH,19.0,Morning,NY,BROWN,F
PAS,38,PICK,FORD,19.0,Early Morning,NY,GY,I
PAS,76,VAN,FORD,14.0,Afternoon,NY,GREY,F
COM,21,VAN,FORD,104.0,Morning,Q,WH,I
PAS,16,SUBN,SUBAR,88.0,Early Morning,K,TN,F
OMT,21,4DSD,HONDA,112.0,Morning,Q,WH,F
COM,16,VAN,CHEVR,19.0,Morning,NY,GR,F
PAS,14,SUBN,CADIL,90.0,Morning,K,GY,O
COM,69,VAN,CHEVR,14.0,Morning,NY,WHITE,F
PAS,21,4DSD,NISSA,103.0,Morning,Q,SILVE,F
COM,21,VAN,FORD,104.0,Morning,Q,WH,I
COM,71,VAN,UNCB,78.0,Early Morning,K,WH,F
PAS,21,SUBN,TOYOT,6.0,Morning,NY,GY,F
COM,38,VAN,ISUZU,109.0,Afternoon,Q,WHITE,F
PAS,48,TRAC,FRUEH,9.0,Morning,NY,WHITE,O
OMT,16,TAXI,TOYOT,24.0,Afternoon,NY,YW,F
COM,75,REFG,ISUZU,20.0,Morning,NY,WH,F
PAS,38,4DSD,HYUND,68.0,Morning,K,BLUE,F
PAS,40,4DSD,HYUND,62.0,Morning,K,RD,F
PAS,40,4DSD,HONDA,33.0,Morning,NY,BLUE,I
PAS,16,SUBN,AUDI,9.0,Early Morning,NY,BLACK,F
PAS,21,4DSD,TESLA,19.0,Morning,NY,BLACK,F
PAS,37,SUBN,TOYOT,20.0,Morning,NY,GY,F
PAS,19,4DSD,HONDA,115.0,Afternoon,Q,RED,F
PAS,70,4DSD,BMW,33.0,Morning,NY,BK,O
PAS,21,SUBN,SUBAR,108.0,Morning,Q,BK,F
PAS,21,SUBN,KIA,104.0,Morning,Q,SILVE,F
PAS,21,SUBN,TOYOT,66.0,Morning,K,BL,F
PAS,40,SEDN,KIA,52.0,Early Morning,BX,GY,I
PAS,21,SUBN,MAZDA,107.0,Morning,Q,GREY,F
COM,14,VAN,FORD,17.0,Early Morning,NY,WH,O
PAS,40,SUBN,TOYOT,43.0,Morning,BX,GREY,F
COM,46,REFG,HIN,6.0,Morning,NY,WH,F
PAS,40,SUBN,TOYOT,81.0,Early Morning,K,RD,O
PAS,38,SUBN,HONDA,110.0,Afternoon,Q,GY,F
PAS,21,SUBN,TOYOT,70.0,Morning,K,BLACK,F
PAS,21,4DSD,MAZDA,70.0,Afternoon,K,GY,I
PAS,70,SUBN,ME/BE,9.0,Early Morning,NY,BL,F
PAS,38,VAN,FORD,5.0,Morning,NY,WH,F
PAS,70,4DSD,HONDA,120.0,Morning,R,TN,I
SRF,38,SUBN,JEEP,108.0,Morning,Q,GR,I
PAS,38,SUBN,HONDA,108.0,Afternoon,Q,GREY,F
PAS,38,SUBN,TOYOT,33.0,Morning,NY,WHITE,F
PAS,16,SUBN,HYUND,49.0,Afternoon,BX,WH,O
COM,38,VAN,CHEVR,46.0,Early Morning,BX,WH,F
PAS,21,4DSD,HONDA,115.0,Morning,Q,WH,F
SRF,70,4DSD,FORD,6.0,Early Morning,NY,BK,F
PAS,47,DELV,FRUEH,18.0,Afternoon,NY,WHITE,O
COM,14,VAN,INTER,17.0,Morning,NY,BROWN,I
PAS,20,TRLR,NS,47.0,Early Morning,BX,WHITE,I
PAS,16,4DSD,HYUND,115.0,Morning,Q,GY,F
COM,71,VAN,FORD,18.0,Early Morning,NY,WH,F
COM,69,VAN,FORD,24.0,Morning,NY,WH,F
999,21,4DSD,CHEVR,20.0,Morning,NY,WHITE,F
COM,16,PICK,FORD,20.0,Morning,NY,WH,F
APP,10,VAN,FRUEH,9.0,Morning,NY,MR,F
PAS,14,SUBN,LEXUS,84.0,Early Morning,K,WH,O
PAS,19,SEMI,NS,102.0,Early Morning,Q,WHITE,I
COM,14,VAN,FRUEH,14.0,Afternoon,NY,WHITE,O
PAS,14,4DSD,MAZDA,25.0,Morning,NY,GREY,O
999,38,4DSD,BMW,61.0,Morning,K,BLACK,F
PAS,38,SUBN,INFIN,66.0,Morning,K,BLACK,O
PAS,46,SUBN,JEEP,26.0,Afternoon,NY,BLUE,F
OMT,21,SUBN,TOYOT,30.0,Morning,NY,WH,F
COM,64,DELV,HIN,17.0,Morning,NY,WH,F
PAS,71,2DSD,CHEVR,32.0,Morning,NY,BL,F
PAS,21,SUBN,GMC,25.0,Morning,NY,GY,O
OMT,21,SUBN,TOYOT,23.0,Afternoon,NY,BK,F
PAS,38,SUBN,CHEVR,104.0,Morning,Q,WHITE,F
PAS,21,SUBN,TOYOT,75.0,Morning,K,GREY,O
COM,69,DELV,MITSU,18.0,Morning,NY,WH,F
PAS,21,4DSD,HYUND,25.0,Early Morning,NY,GY,F
COM,71,VAN,FORD,84.0,Early Morning,K,WH,F
PAS,21,SUBN,NISSA,103.0,Morning,Q,GY,O
PAS,38,SUBN,FORD,104.0,Early Morning,Q,WH,F
PAS,20,SUBN,HYUND,103.0,Early Morning,Q,BK,F
PAS,21,4DSD,HONDA,81.0,Morning,K,GREY,F
PAS,70,SUBN,JEEP,112.0,Morning,Q,WH,O
PAS,21,4DSD,HONDA,107.0,Morning,Q,BL,F
COM,69,DELV,UD,17.0,Morning,NY,WH,O
PAS,21,4DSD,NISSA,108.0,Morning,Q,GREY,I
OMT,17,4DSD,HYUND,23.0,Morning,NY,BK,F
COM,14,DELV,FRUEH,18.0,Morning,NY,WHITE,O
PAS,21,4DSD,HYUND,79.0,Morning,K,BL,F
PAS,17,SUBN,FORD,1.0,Morning,NY,GY,I
PAS,20,4DSD,NISSA,19.0,Early Morning,NY,BL,O
PAS,71,SUBN,BMW,1.0,Morning,NY,BK,F
PAS,70,4DSD,KIA,68.0,Morning,K,WHITE,I
COM,21,VAN,CHEVR,69.0,Morning,K,BL,O
OMT,70,4DSD,TOYOT,78.0,Morning,K,BK,F
PAS,20,2DSD,MINI,84.0,Morning,K,GR,I
PAS,21,SUBN,FORD,1.0,Morning,NY,GREY,O
COM,71,VAN,CHEVR,110.0,Morning,Q,WH,F
PAS,40,SUBN,FORD,66.0,Morning,K,BK,F
COM,37,VAN,ME/BE,19.0,Early Morning,NY,WH,F
COM,20,VAN,ME/BE,19.0,Early Morning,NY,WHITE,O
COM,18,DELV,HIN,19.0,Morning,NY,WH,I
PAS,71,SUBN,VOLVO,112.0,Early Morning,Q,BL,F
PAS,68,VAN,FORD,84.0,Morning,K,GREY,O
PAS,21,4DSD,BMW,67.0,Afternoon,K,GY,F
PAS,37,PICK,FORD,114.0,Early Morning,Q,BK,F
COM,14,DELV,FORD,19.0,Morning,NY,WHITE,O
PAS,14,2DSD,MINI,100.0,Early Morning,Q,GY,I
PAS,21,SUBN,JEEP,88.0,Morning,K,GREY,F
PAS,40,SUBN,ME/BE,13.0,Afternoon,NY,BL,F
PAS,31,SUBN,JEEP,109.0,Morning,Q,GREY,F
APP,74,TRAC,VOLVO,47.0,Morning,BX,WH,O
PAS,38,CONV,VOLKS,115.0,Early Morning,Q,BK,I
PAS,21,SUBN,TOYOT,83.0,Afternoon,K,RD,F
PAS,48,4DSD,TOYOT,41.0,Early Morning,BX,GREY,F
SRF,37,2DSD,BMW,62.0,Early Morning,K,GY,F
PAS,21,SUBN,BMW,69.0,Morning,K,GREY,O
PAS,38,SUBN,HONDA,109.0,Morning,Q,GY,F
PAS,37,4DSD,ME/BE,62.0,Early Morning,K,BLACK,F
PAS,21,4DSD,INFIN,72.0,Morning,K,BK,O
COM,18,PICK,GMC,13.0,Morning,NY,GY,F
COM,19,VAN,FRUEH,44.0,Early Morning,BX,BROWN,F
PAS,21,SUBN,TOYOT,52.0,Morning,BX,WHITE,F
COM,20,VAN,FORD,1.0,Morning,NY,WH,F
OMT,20,SUBN,TOYOT,104.0,Morning,Q,GY,F
COM,19,DELV,KENWO,17.0,Morning,NY,RD,O
OMT,40,SUBN,CHEVR,110.0,Morning,Q,BK,F
PAS,40,SUBN,BMW,62.0,Morning,K,WHITE,F
PAS,21,SUBN,JEEP,61.0,Morning,K,BK,O
PAS,38,4DSD,VOLKS,112.0,Early Morning,Q,LT/,I
PAS,76,SUBN,HONDA,7.0,Morning,NY,SILVE,F
PAS,14,TRAC,FRUEH,1.0,Morning,NY,BLACK,I
PAS,14,SUBN,VOLKS,9.0,Early Morning,NY,GY,F
COM,18,VAN,UTILI,9.0,Early Morning,NY,WHITE,I
COM,10,DELV,HIN,6.0,Early Morning,NY,WH,I
COM,38,VAN,ME/BE,7.0,Early Morning,NY,WH,F
PAS,50,SUBN,CHEVR,107.0,Morning,Q,GY,I
PAS,21,4DSD,TOYOT,114.0,Morning,Q,RD,I
PAS,21,4DSD,HONDA,110.0,Morning,Q,RD,F
PAS,40,DELV,FRUEH,1.0,Morning,NY,WHITE,F
COM,69,PICK,FORD,17.0,Early Morning,NY,WH,F
COM,46,VAN,FORD,52.0,Morning,BX,WH,F
COM,40,VAN,FRUEH,112.0,Early Morning,Q,BROWN,I
PAS,38,SUBN,TOYOT,13.0,Morning,NY,GY,O
SRF,38,SUBN,LEXUS,13.0,Afternoon,NY,BK,O
COM,14,DELV,HIN,17.0,Morning,NY,WH,F
PAS,20,SUBN,FORD,1.0,Early Morning,NY,WH,F
PAS,51,4DSD,ME/BE,109.0,Morning,Q,GY,O
PAS,21,4DSD,LEXUS,52.0,Morning,BX,WHITE,F
ORG,37,2DSD,INFIN,1.0,Early Morning,NY,PURPL,F
COM,14,REFG,KENWO,10.0,Early Morning,NY,WH,F
PAS,48,PICK,RAM,20.0,Afternoon,NY,WHITE,F
COM,69,DELV,FRUEH,18.0,Morning,NY,WHITE,F
OMT,21,4DSD,TOYOT,7.0,Morning,NY,GY,F
PAS,20,PICK,JEEP,6.0,Early Morning,NY,WHITE,F
COM,16,PICK,FORD,1.0,Early Morning,NY,BK,F
COM,40,VAN,FORD,7.0,Early Morning,NY,WH,F
PAS,38,4DSD,KIA,114.0,Morning,Q,BK,F
PAS,21,4DSD,HONDA,19.0,Afternoon,NY,RD,F
PAS,40,2DSD,JAGUA,1.0,Morning,NY,BLACK,F
PAS,38,4DSD,TOYOT,114.0,Morning,Q,WHITE,F
PAS,14,DELV,INTER,14.0,Morning,NY,WHITE,F
PAS,14,SUBN,DODGE,75.0,Morning,K,BLUE,F
PAS,21,4DSD,FORD,107.0,Morning,Q,GY,F
PAS,46,SUBN,TOYOT,110.0,Afternoon,Q,BK,F
PAS,14,4DSD,FORD,103.0,Morning,Q,SILVE,I
PAS,21,SUBN,FORD,110.0,Morning,Q,GL,O
MED,40,SUBN,AUDI,9.0,Afternoon,NY,GY,F
PAS,14,DELV,STERL,14.0,Morning,NY,GREEN,F
PAS,40,SUBN,INFIN,40.0,Morning,BX,WHITE,F
PAS,14,SUBN,MAZDA,18.0,Early Morning,NY,BLUE,F
PAS,40,SUBN,NISSA,104.0,Morning,Q,BL,O
PAS,66,TRLR,NS,105.0,Early Morning,Q,BLUE,I
COM,48,VAN,FORD,34.0,Early Morning,NY,WH,F
PAS,16,VAN,CHEVR,24.0,Morning,NY,WHITE,F
COM,14,VAN,FRUEH,18.0,Morning,NY,BROWN,F
PAS,21,4DSD,MAZDA,112.0,Morning,Q,GY,I
PAS,21,4DSD,BMW,103.0,Afternoon,Q,GREY,O
PAS,21,4DSD,CHEVR,103.0,Afternoon,Q,RED,I
COM,18,DELV,HIN,17.0,Morning,NY,WH,F
PAS,70,SUBN,INFIN,106.0,Morning,Q,BK,F
PAS,21,4DSD,INFIN,75.0,Morning,K,BLACK,F
PAS,71,SUBN,HONDA,33.0,Early Morning,NY,WH,F
PAS,50,PICK,GMC,34.0,Early Morning,NY,GR,I
PAS,21,SUBN,HONDA,41.0,Morning,BX,WHITE,O
PAS,19,4DSD,TOYOT,108.0,Early Morning,Q,BK,F
PAS,19,SUBN,FORD,112.0,Morning,Q,BL,O
PAS,21,4DSD,DODGE,114.0,Morning,Q,GY,F
PAS,19,TRLR,FRUEH,34.0,Morning,NY,WHITE,I
COM,78,SUBN,DODGE,18.0,Morning,NY,WH,O
PAS,40,SUBN,JAGUA,33.0,Morning,NY,BK,F
PAS,21,CONV,AUDI,94.0,Morning,K,WH,F
PAS,21,4DSD,HONDA,94.0,Morning,K,GREY,F
COM,69,VAN,FORD,10.0,Morning,NY,WH,O
COM,46,VAN,WORKH,28.0,Early Morning,NY,BROWN,F
PAS,21,4DSD,TOYOT,62.0,Morning,K,GY,O
PAS,74,SUBN,TOYOT,20.0,Early Morning,NY,GY,O
COM,10,VAN,FORD,19.0,Early Morning,NY,WHITE,I
PAS,71,SUBN,JEEP,33.0,Morning,NY,GY,I
APP,69,REFG,HIN,13.0,Morning,NY,WH,O
PAS,71,SUBN,HONDA,66.0,Morning,K,BL,O
PAS,21,4DSD,TOYOT,84.0,Morning,K,BK,F
PAS,21,SUBN,JEEP,84.0,Morning,K,GY,F
COM,21,PICK,FORD,78.0,Morning,K,GY,F
PAS,31,SUBN,HONDA,13.0,Early Morning,NY,BK,F
COM,48,VAN,HIN,28.0,Afternoon,NY,WH,F
PAS,31,SUBN,JEEP,1.0,Early Morning,NY,RED,F
PAS,14,VAN,FORD,19.0,Early Morning,NY,WHITE,I
PAS,38,PICK,RAM,78.0,Early Morning,K,BLUE,O
PAS,20,4DSD,MASE,23.0,Early Morning,NY,WH,O
COM,69,VAN,NISSA,13.0,Morning,NY,WH,F
PAS,38,4DSD,INFIN,7.0,Early Morning,NY,SILVE,F
PAS,18,DELV,FRUEH,13.0,Morning,NY,YELLO,F
PAS,70,4DSD,HYUND,43.0,Morning,BX,SILVE,O
PAS,21,4DSD,HONDA,108.0,Morning,Q,BK,I
COM,21,VAN,FORD,10.0,Morning,NY,GR,O
PAS,38,4DSD,NISSA,61.0,Morning,K,WHITE,F
OMT,21,SUBN,NISSA,43.0,Morning,BX,BK,F
PAS,51,SUBN,AUDI,34.0,Morning,NY,GY,O
PAS,21,4DSD,NISSA,23.0,Morning,NY,BLACK,F
PAS,19,SUBN,TOYOT,102.0,Early Morning,Q,GY,F
